WEEK,PRODUCT,CATEGORY,MANUFACTURER,BRAND,SUBCATEGORY,SIZE,UNITS,SALES,BASE_PRICE,PRICE,INVENTORY
3/25/2024,204,Tablet,Apple,iPad,iPad Air,64 GB,2,1178.68,649,589.34,20
3/25/2024,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,15,408.75,29.99,27.25,5
3/25/2024,202,Laptop,Dell,XPS,XPS 13,512 GB,2,2387.48,1299,1193.74,8
4/1/2024,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,11,9344.39,899,849.49,14
4/1/2024,202,Laptop,Dell,XPS,XPS 13,512 GB,11,13814.13,1299,1255.83,6
4/1/2024,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,13,15083.9,1199,1160.3,13
4/1/2024,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,15,12708.75,899,847.25,23
4/1/2024,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,11,298.54,29.99,27.14,34
4/1/2024,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,16,18620.8,1199,1163.8,13
4/1/2024,202,Laptop,Dell,XPS,XPS 13,512 GB,8,10111.2,1299,1263.9,3
4/1/2024,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,15,18071.85,1249,1204.79,2
4/1/2024,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,7,7298.41,1099,1042.63,2
4/8/2024,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,9,249.66,29.99,27.74,11
4/8/2024,204,Tablet,Apple,iPad,iPad Air,64 GB,22,13934.8,649,633.4,7
4/8/2024,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,13,14803.49,1199,1138.73,20
4/8/2024,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,13,15407.99,1199,1185.23,18
4/8/2024,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,6,7256.76,1249,1209.46,5
4/8/2024,204,Tablet,Apple,iPad,iPad Air,64 GB,19,11214.94,649,590.26,17
4/8/2024,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,20,23436.2,1199,1171.81,6
4/8/2024,202,Laptop,Dell,XPS,XPS 13,512 GB,3,3613.08,1299,1204.36,1
4/8/2024,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,2,2094.92,1099,1047.46,14
4/15/2024,202,Laptop,Dell,XPS,XPS 13,512 GB,6,7694.4,1299,1282.4,10
4/15/2024,204,Tablet,Apple,iPad,iPad Air,64 GB,7,4329.15,649,618.45,19
4/15/2024,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,8,9662.32,1249,1207.79,26
4/15/2024,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,5,6073.35,1249,1214.67,5
4/15/2024,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,3,3240.57,1099,1080.19,7
4/15/2024,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,12,10136.28,899,844.69,15
4/15/2024,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,9,9029.07,1099,1003.23,10
4/15/2024,204,Tablet,Apple,iPad,iPad Air,64 GB,20,11769.4,649,588.47,8
4/15/2024,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,2,2448.28,1249,1224.14,6
4/22/2024,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,9,9211.05,1099,1023.45,25
4/22/2024,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,10,290.7,29.99,29.07,12
4/22/2024,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,10,11668,1249,1166.8,22
4/22/2024,202,Laptop,Dell,XPS,XPS 13,512 GB,14,16518.32,1299,1179.88,22
4/22/2024,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,5,5840.65,1249,1168.13,15
4/22/2024,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,18,19681.38,1199,1093.41,13
4/22/2024,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,0,0,899,872.27,13
4/22/2024,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,10,10621.5,1099,1062.15,5
4/22/2024,202,Laptop,Dell,XPS,XPS 13,512 GB,1,1174.13,1299,1174.13,8
4/29/2024,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,14,12425.7,899,887.55,9
4/29/2024,202,Laptop,Dell,XPS,XPS 13,512 GB,10,12118.1,1299,1211.81,18
4/29/2024,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,15,17587.5,1249,1172.5,27
4/29/2024,202,Laptop,Dell,XPS,XPS 13,512 GB,6,7050.12,1299,1175.02,29
4/29/2024,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,13,15062.45,1199,1158.65,10
4/29/2024,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,15,13331.25,899,888.75,4
4/29/2024,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,11,9614.77,899,874.07,7
4/29/2024,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,6,7243.44,1249,1207.24,4
4/29/2024,202,Laptop,Dell,XPS,XPS 13,512 GB,8,10151.04,1299,1268.88,14
5/6/2024,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,9,7302.96,899,811.44,4
5/6/2024,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,23,28139.12,1249,1223.44,19
5/6/2024,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,12,353.4,29.99,29.45,7
5/6/2024,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,25,720.5,29.99,28.82,25
5/6/2024,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,10,11204.9,1199,1120.49,7
5/6/2024,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,15,17442.3,1249,1162.82,14
5/6/2024,204,Tablet,Apple,iPad,iPad Air,64 GB,8,5137.12,649,642.14,7
5/6/2024,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,5,5197.35,1099,1039.47,17
5/6/2024,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,4,4674.44,1249,1168.61,2
5/13/2024,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,18,18218.16,1099,1012.12,12
5/13/2024,204,Tablet,Apple,iPad,iPad Air,64 GB,13,7906.86,649,608.22,6
5/13/2024,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,7,202.51,29.99,28.93,16
5/13/2024,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,7,8292.9,1199,1184.7,11
5/13/2024,202,Laptop,Dell,XPS,XPS 13,512 GB,27,33082.56,1299,1225.28,17
5/13/2024,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,7,8450.89,1249,1207.27,22
5/13/2024,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,5,141.4,29.99,28.28,8
5/13/2024,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,17,17877.71,1099,1051.63,11
5/13/2024,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,2,2385.34,1249,1192.67,4
5/20/2024,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,12,12318.48,1099,1026.54,7
5/20/2024,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,4,3320.44,899,830.11,2
5/20/2024,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,11,13262.15,1249,1205.65,16
5/20/2024,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,7,7650.09,1099,1092.87,10
5/20/2024,204,Tablet,Apple,iPad,iPad Air,64 GB,17,10465.71,649,615.63,15
5/20/2024,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,9,255.06,29.99,28.34,36
5/20/2024,202,Laptop,Dell,XPS,XPS 13,512 GB,14,18049.92,1299,1289.28,7
5/20/2024,204,Tablet,Apple,iPad,iPad Air,64 GB,7,4500.51,649,642.93,12
5/20/2024,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,6,6759,1199,1126.5,1
5/27/2024,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,10,279.3,29.99,27.93,17
5/27/2024,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,10,11328.5,1199,1132.85,10
5/27/2024,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,2,1716.08,899,858.04,12
5/27/2024,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,4,3331.44,899,832.86,6
5/27/2024,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,10,10368.6,1099,1036.86,11
5/27/2024,204,Tablet,Apple,iPad,iPad Air,64 GB,15,8917.8,649,594.52,1
5/27/2024,202,Laptop,Dell,XPS,XPS 13,512 GB,7,8451.59,1299,1207.37,12
5/27/2024,204,Tablet,Apple,iPad,iPad Air,64 GB,11,6630.36,649,602.76,15
5/27/2024,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,8,218.16,29.99,27.27,1
6/3/2024,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,7,7273.98,1099,1039.14,7
6/3/2024,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,10,11782.8,1199,1178.28,11
6/3/2024,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,17,494.36,29.99,29.08,14
6/3/2024,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,10,10157.2,1099,1015.72,3
6/3/2024,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,22,25727.24,1249,1169.42,5
6/3/2024,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,26,740.48,29.99,28.48,14
6/3/2024,202,Laptop,Dell,XPS,XPS 13,512 GB,10,11766.7,1299,1176.67,15
6/3/2024,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,4,4790.16,1249,1197.54,8
6/3/2024,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,7,6049.61,899,864.23,20
6/10/2024,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,7,7285.88,1099,1040.84,2
6/10/2024,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,14,416.5,29.99,29.75,6
6/10/2024,204,Tablet,Apple,iPad,iPad Air,64 GB,6,3785.82,649,630.97,0
6/10/2024,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,14,415.94,29.99,29.71,10
6/10/2024,204,Tablet,Apple,iPad,iPad Air,64 GB,1,641.38,649,641.38,6
6/10/2024,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,5,6104.5,1249,1220.9,0
6/10/2024,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,1,29.59,29.99,29.59,7
6/10/2024,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,8,9743.2,1249,1217.9,7
6/10/2024,202,Laptop,Dell,XPS,XPS 13,512 GB,15,18478.65,1299,1231.91,14
6/17/2024,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,2,2159.86,1099,1079.93,0
6/17/2024,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,16,18562.72,1249,1160.17,20
6/17/2024,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,5,144.3,29.99,28.86,14
6/17/2024,204,Tablet,Apple,iPad,iPad Air,64 GB,6,3670.68,649,611.78,13
6/17/2024,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,0,0,1249,1182.05,13
6/17/2024,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,11,12195.81,1199,1108.71,19
6/17/2024,202,Laptop,Dell,XPS,XPS 13,512 GB,14,17743.6,1299,1267.4,17
6/17/2024,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,7,8053.15,1249,1150.45,3
6/17/2024,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,14,12320.14,899,880.01,14
6/24/2024,204,Tablet,Apple,iPad,iPad Air,64 GB,0,0,649,637.62,2
6/24/2024,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,20,24212,1249,1210.6,5
6/24/2024,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,12,10734.96,899,894.58,3
6/24/2024,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,9,10274.04,1249,1141.56,21
6/24/2024,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,6,5043,899,840.5,10
6/24/2024,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,19,21428.2,1199,1127.8,8
6/24/2024,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,14,11498.34,899,821.31,7
6/24/2024,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,7,200.62,29.99,28.66,12
6/24/2024,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,1,1168.77,1199,1168.77,18
7/1/2024,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,0,0,1099,1039.68,10
7/1/2024,202,Laptop,Dell,XPS,XPS 13,512 GB,11,13781.57,1299,1252.87,15
7/1/2024,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,11,12973.84,1199,1179.44,6
7/1/2024,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,6,178.14,29.99,29.69,7
7/1/2024,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,21,26078.43,1249,1241.83,17
7/1/2024,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,3,3128.82,1099,1042.94,17
7/1/2024,202,Laptop,Dell,XPS,XPS 13,512 GB,17,21315.11,1299,1253.83,13
7/1/2024,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,12,333.12,29.99,27.76,1
7/1/2024,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,11,11294.25,1099,1026.75,1
7/8/2024,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,3,2510.85,899,836.95,8
7/8/2024,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,5,6151.25,1249,1230.25,6
7/8/2024,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,5,5528.15,1199,1105.63,4
7/8/2024,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,17,18471.35,1099,1086.55,12
7/8/2024,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,17,20186.65,1249,1187.45,4
7/8/2024,204,Tablet,Apple,iPad,iPad Air,64 GB,13,8343.66,649,641.82,7
7/8/2024,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,1,27.19,29.99,27.19,11
7/8/2024,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,3,3705.18,1249,1235.06,3
7/8/2024,202,Laptop,Dell,XPS,XPS 13,512 GB,7,8629.46,1299,1232.78,23
7/15/2024,202,Laptop,Dell,XPS,XPS 13,512 GB,9,10962.45,1299,1218.05,19
7/15/2024,204,Tablet,Apple,iPad,iPad Air,64 GB,2,1284.7,649,642.35,6
7/15/2024,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,8,8413.36,1099,1051.67,10
7/15/2024,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,4,4647.52,1249,1161.88,6
7/15/2024,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,12,11919.24,1099,993.27,7
7/15/2024,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,10,8736.8,899,873.68,10
7/15/2024,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,1,1007.62,1099,1007.62,18
7/15/2024,202,Laptop,Dell,XPS,XPS 13,512 GB,11,13977.04,1299,1270.64,22
7/15/2024,204,Tablet,Apple,iPad,iPad Air,64 GB,6,3727.32,649,621.22,9
7/22/2024,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,11,308.77,29.99,28.07,8
7/22/2024,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,8,8116.4,1099,1014.55,18
7/22/2024,204,Tablet,Apple,iPad,iPad Air,64 GB,6,3766.26,649,627.71,10
7/22/2024,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,10,8871.3,899,887.13,17
7/22/2024,204,Tablet,Apple,iPad,iPad Air,64 GB,7,4456.9,649,636.7,9
7/22/2024,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,5,6119.2,1249,1223.84,1
7/22/2024,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,7,8183.28,1199,1169.04,13
7/22/2024,204,Tablet,Apple,iPad,iPad Air,64 GB,8,4908.32,649,613.54,7
7/22/2024,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,7,6141.52,899,877.36,8
7/29/2024,202,Laptop,Dell,XPS,XPS 13,512 GB,13,16209.44,1299,1246.88,9
7/29/2024,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,6,7453.62,1249,1242.27,1
7/29/2024,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,6,6534.48,1099,1089.08,12
7/29/2024,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,7,7127.33,1099,1018.19,11
7/29/2024,202,Laptop,Dell,XPS,XPS 13,512 GB,11,13671.57,1299,1242.87,16
7/29/2024,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,1,1243.25,1249,1243.25,13
7/29/2024,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,11,308.55,29.99,28.05,12
7/29/2024,202,Laptop,Dell,XPS,XPS 13,512 GB,16,19801.6,1299,1237.6,9
7/29/2024,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,3,3418.41,1249,1139.47,17
8/5/2024,204,Tablet,Apple,iPad,iPad Air,64 GB,10,5941.7,649,594.17,7
8/5/2024,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,8,6794.48,899,849.31,15
8/5/2024,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,12,12794.28,1099,1066.19,17
8/5/2024,204,Tablet,Apple,iPad,iPad Air,64 GB,9,5808.96,649,645.44,19
8/5/2024,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,7,199.43,29.99,28.49,5
8/5/2024,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,11,11927.74,1099,1084.34,19
8/5/2024,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,8,6775.68,899,846.96,13
8/5/2024,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,13,15165.54,1199,1166.58,11
8/5/2024,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,12,14082.24,1249,1173.52,20
8/12/2024,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,1,1228.86,1249,1228.86,11
8/12/2024,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,13,13530.01,1099,1040.77,5
8/12/2024,204,Tablet,Apple,iPad,iPad Air,64 GB,7,4225.48,649,603.64,8
8/12/2024,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,5,5266.15,1099,1053.23,15
8/12/2024,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,13,15865.72,1249,1220.44,20
8/12/2024,204,Tablet,Apple,iPad,iPad Air,64 GB,19,11336.16,649,596.64,7
8/12/2024,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,19,22525.26,1249,1185.54,3
8/12/2024,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,13,11563.11,899,889.47,2
8/12/2024,204,Tablet,Apple,iPad,iPad Air,64 GB,7,4194.75,649,599.25,11
8/19/2024,202,Laptop,Dell,XPS,XPS 13,512 GB,9,11403.45,1299,1267.05,18
8/19/2024,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,5,5256.85,1099,1051.37,13
8/19/2024,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,9,7299.36,899,811.04,12
8/19/2024,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,17,14854.94,899,873.82,20
8/19/2024,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,15,15482.1,1099,1032.14,12
8/19/2024,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,8,9571.04,1199,1196.38,5
8/19/2024,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,12,334.92,29.99,27.91,17
8/19/2024,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,3,3450.51,1249,1150.17,6
8/19/2024,204,Tablet,Apple,iPad,iPad Air,64 GB,11,6975.43,649,634.13,4
8/26/2024,202,Laptop,Dell,XPS,XPS 13,512 GB,18,21499.74,1299,1194.43,6
8/26/2024,204,Tablet,Apple,iPad,iPad Air,64 GB,8,4714.56,649,589.32,20
8/26/2024,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,11,12596.76,1249,1145.16,9
8/26/2024,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,16,18744.8,1249,1171.55,19
8/26/2024,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,20,17715.4,899,885.77,5
8/26/2024,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,12,12054.12,1099,1004.51,12
8/26/2024,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,12,330.24,29.99,27.52,7
8/26/2024,202,Laptop,Dell,XPS,XPS 13,512 GB,9,10526.76,1299,1169.64,2
8/26/2024,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,2,1624.88,899,812.44,2
9/2/2024,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,12,10290.48,899,857.54,5
9/2/2024,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,4,4643.8,1199,1160.95,11
9/2/2024,202,Laptop,Dell,XPS,XPS 13,512 GB,6,7056.72,1299,1176.12,15
9/2/2024,202,Laptop,Dell,XPS,XPS 13,512 GB,16,19148,1299,1196.75,13
9/2/2024,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,9,9011.52,1099,1001.28,21
9/2/2024,204,Tablet,Apple,iPad,iPad Air,64 GB,7,4535.44,649,647.92,4
9/2/2024,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,6,7104.42,1249,1184.07,18
9/2/2024,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,2,1786.82,899,893.41,20
9/2/2024,204,Tablet,Apple,iPad,iPad Air,64 GB,4,2385.8,649,596.45,8
9/9/2024,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,9,10511.28,1249,1167.92,5
9/9/2024,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,7,7436.1,1099,1062.3,10
9/9/2024,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,11,12578.72,1199,1143.52,20
9/9/2024,204,Tablet,Apple,iPad,iPad Air,64 GB,4,2425,649,606.25,16
9/9/2024,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,16,17550.24,1099,1096.89,9
9/9/2024,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,19,22967.01,1249,1208.79,19
9/9/2024,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,7,206.29,29.99,29.47,0
9/9/2024,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,11,12274.02,1199,1115.82,14
9/9/2024,202,Laptop,Dell,XPS,XPS 13,512 GB,2,2359.2,1299,1179.6,16
9/16/2024,202,Laptop,Dell,XPS,XPS 13,512 GB,11,13788.28,1299,1253.48,8
9/16/2024,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,8,239.6,29.99,29.95,4
9/16/2024,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,5,5788.25,1249,1157.65,9
9/16/2024,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,9,9129.78,1099,1014.42,7
9/16/2024,202,Laptop,Dell,XPS,XPS 13,512 GB,13,16502.07,1299,1269.39,1
9/16/2024,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,5,138.55,29.99,27.71,2
9/16/2024,204,Tablet,Apple,iPad,iPad Air,64 GB,7,4495.68,649,642.24,3
9/16/2024,202,Laptop,Dell,XPS,XPS 13,512 GB,10,12641.4,1299,1264.14,10
9/16/2024,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,9,7549.83,899,838.87,29
9/23/2024,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,10,10342,1099,1034.2,15
9/23/2024,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,4,112.2,29.99,28.05,3
9/23/2024,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,20,23671.2,1199,1183.56,20
9/23/2024,202,Laptop,Dell,XPS,XPS 13,512 GB,1,1293,1299,1293,0
9/23/2024,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,5,4225.6,899,845.12,16
9/23/2024,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,8,9159.84,1249,1144.98,15
9/23/2024,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,0,0,29.99,28.09,12
9/23/2024,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,14,15890.42,1249,1135.03,14
9/23/2024,202,Laptop,Dell,XPS,XPS 13,512 GB,10,11799.5,1299,1179.95,5
9/30/2024,202,Laptop,Dell,XPS,XPS 13,512 GB,8,10127.04,1299,1265.88,9
9/30/2024,204,Tablet,Apple,iPad,iPad Air,64 GB,14,8654.1,649,618.15,12
9/30/2024,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,3,83.97,29.99,27.99,2
9/30/2024,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,2,55.24,29.99,27.62,10
9/30/2024,204,Tablet,Apple,iPad,iPad Air,64 GB,6,3790.44,649,631.74,16
9/30/2024,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,5,5549.2,1199,1109.84,14
9/30/2024,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,12,333.24,29.99,27.77,3
9/30/2024,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,18,19622.34,1099,1090.13,10
9/30/2024,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,6,6925.44,1199,1154.24,11
10/7/2024,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,2,56.64,29.99,28.32,19
10/7/2024,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,5,4163.5,899,832.7,8
10/7/2024,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,13,14365.65,1199,1105.05,8
10/7/2024,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,6,6516.42,1199,1086.07,15
10/7/2024,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,7,7166.18,1099,1023.74,15
10/7/2024,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,15,17752.35,1249,1183.49,14
10/7/2024,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,5,5861.75,1199,1172.35,19
10/7/2024,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,3,86.94,29.99,28.98,3
10/7/2024,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,14,16816.66,1249,1201.19,1
10/14/2024,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,8,9489.12,1199,1186.14,1
10/14/2024,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,13,13512.98,1099,1039.46,12
10/14/2024,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,11,311.08,29.99,28.28,14
10/14/2024,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,15,15157.5,1099,1010.5,1
10/14/2024,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,6,6867,1199,1144.5,26
10/14/2024,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,10,295.4,29.99,29.54,18
10/14/2024,204,Tablet,Apple,iPad,iPad Air,64 GB,3,1862.49,649,620.83,16
